"","X","Latitude","Longitude","Elevation","BackgroundSpecies","Family","Genus","Species","Sub.species","VernacularNames","Length","GenusSpecies","fileCount"
"638",8161,"-23.245","-46.912","900","","Troglodytidae","Cantorchilus","longirostris","","Long-billed Wren",30.109342,"Cantorchilus longirostris",10
"639",8164,"-22.7876","-45.6842","1000","","Tyrannidae","Camptostoma","obsoletum","","Southern Beardless Tyrannulet",37.707256,"Camptostoma obsoletum",18
"640",8180,"-24.017146","-47.81044","630","Chiroxiphia caudata","Tyrannidae","Myiodynastes","maculatus","","Streaked Flycatcher",19.025397,"Myiodynastes maculatus",14
"641",8181,"-23.5339","-50.9737","600","","Psittacidae","Psittacara","leucophthalmus","","White-eyed Parakeet",33.147483,"Psittacara leucophthalmus",12
"642",8190,"-9.2485","-64.4897","100","","Furnariidae","Glyphorynchus","spirurus","","Wedge-billed Woodcreeper",34.132744,"Glyphorynchus spirurus",10
"643",8199,"-10.8954","-68.3632","260","","Icteridae","Cacicus","cela","","Yellow-rumped Cacique",35.855011,"Cacicus cela",11
"644",8269,"-27.258","-49.02","530","","Tyrannidae","Platyrinchus","mystaceus","","White-throated Spadebill",40.995918,"Platyrinchus mystaceus",13
"645",8274,"-19.1456","-40.0645","40","Crypturellus soui,Amazona amazonica,Setophaga pitiayumi","Furnariidae","Automolus","leucophthalmus","sulphurascens","White-eyed Foliage-gleaner",32.263923,"Automolus leucophthalmus",11
"646",8278,"-23.1161","-46.5563","800","","Pipridae","Chiroxiphia","caudata","","Blue Manakin",17.925578,"Chiroxiphia caudata",21
"647",8281,"-3.311","-48.183","?","Amazona farinosa,Hylocharis cyanus,Ramphocaenus melanurus","Furnariidae","Xiphorhynchus","guttatus","eytoni","Buff-throated Woodcreeper",15.072562,"Xiphorhynchus guttatus",11
"648",8296,"-13.3001","-59.8001","600","","Psittacidae","Amazona","amazonica","","Orange-winged Amazon",26.603515,"Amazona amazonica",14
"649",8300,"-14.3834","-40.1001","850","","Conopophagidae","Conopophaga","lineata","lineata","Rufous Gnateater",15.06737,"Conopophaga lineata",17
"650",8304,"-32.4509","-56.0587","25","Furnarius rufus","Parulidae","Myiothlypis","leucoblephara","","White-rimmed Warbler",23.243424,"Myiothlypis leucoblephara",14
"651",8316,"1.4022","-60.9869","50","","Psittacidae","Orthopsittaca","manilatus","","Red-bellied Macaw",20.065306,"Orthopsittaca manilatus",13
"652",8325,"-22.6736","-48.9592","700","","Pipridae","Chiroxiphia","caudata","","Blue Manakin",25.8678,"Chiroxiphia caudata",21
"653",8339,"-8.385","-52.031","250","Xiphorhynchus guttatus","Thamnophilidae","Hypocnemis","striata","implicata","Spix's Warbling Antbird",28.772268,"Hypocnemis striata",11
"654",8345,"-15.6626","-48.017","1084","Patagioenas cayennensis","Corvidae","Cyanocorax","cyanopogon","","White-naped Jay",31.145442,"Cyanocorax cyanopogon",11
"655",8355,"-15.0334","-44.2501","750","Myiodynastes maculatus,Saltator similis","Corvidae","Cyanocorax","cyanopogon","","White-naped Jay",17.459637,"Cyanocorax cyanopogon",11
"656",8361,"-32.519","-52.477","3","Sicalis flaveola,Pitangus sulphuratus","Cuculidae","Guira","guira","","Guira Cuckoo",16.705034,"Guira guira",10
"657",8362,"-22.8745","-45.8655","1500","","Tyrannidae","Camptostoma","obsoletum","","Southern Beardless Tyrannulet",22.668073,"Camptostoma obsoletum",18
"658",8366,"-22.9428","-43.4362","150","Rhopias gularis","Furnariidae","Sittasomus","griseicapillus","","Olivaceous Woodcreeper",28.59898,"Sittasomus griseicapillus",11
"659",8367,"-22.5001","-42.7167","?","Cacicus haemorrhous","Troglodytidae","Pheugopedius","genibarbis","","Moustached Wren",41.765329,"Pheugopedius genibarbis",12
"660",8377,"-22.6771","-47.9831","460","","Thamnophilidae","Taraba","major","","Great Antshrike",36.864127,"Taraba major",10
"661",8389,"-12.6167","-41.3167","340","Crypturellus noctivagus","Troglodytidae","Pheugopedius","genibarbis","genibarbis","Moustached Wren",19.088571,"Pheugopedius genibarbis",12
"662",8391,"-27.39726","-49.379082","400","","Cardinalidae","Habia","rubica","","Red-crowned Ant Tanager",22.308549,"Habia rubica",14
"663",8407,"-28.638","-49.498","150","Tolmomyias sulphurescens","Tyrannidae","Attila","rufus","","Grey-hooded Attila",23.287052,"Attila rufus",14
"664",8453,"-25.0334","-47.9167","10","Crypturellus obsoletus,Thamnophilus caerulescens","Tyrannidae","Attila","rufus","rufus","Grey-hooded Attila",17.640862,"Attila rufus",14
"665",8456,"-9.904","-56.195","?","Sclateria naevia,Troglodytes aedon","Psittacidae","Orthopsittaca","manilatus","","Red-bellied Macaw",26.580408,"Orthopsittaca manilatus",13
"666",8485,"-26.0834","-48.6334","10","Odontophorus capueira,Procnias nudicollis,Chiroxiphia caudata,Schiffornis virescens","Icteridae","Cacicus","haemorrhous","affinis","Red-rumped Cacique",28.549229,"Cacicus haemorrhous",20
"667",8489,"-22.7167","-45.6001","1400","Crypturellus obsoletus,Ramphastos dicolorus,Dysithamnus xanthopterus,Cranioleuca pallida,Myiothlypis leucoblephara","Fringillidae","Chlorophonia","cyanea","cyanea","Blue-naped Chlorophonia",34.190136,"Chlorophonia cyanea",11
"668",8505,"NULL","NULL","50","Elaenia spectabilis","Tyrannidae","Hemitriccus","margaritaceiventer","","Pearly-vented Tody-Tyrant",36.993424,"Hemitriccus margaritaceiventer",11
"669",8529,"-9.5981","-55.932","250","","Tyrannidae","Lophotriccus","galeatus","","Helmeted Pygmy Tyrant",31.322154,"Lophotriccus galeatus",11
"670",8546,"-21.55","-47.716667","651","","Thamnophilidae","Taraba","major","","Great Antshrike",16.724898,"Taraba major",10
"671",8563,"-3.4607","-44.7822","10","","Psittacidae","Diopsittaca","nobilis","","Red-shouldered Macaw",19.887642,"Diopsittaca nobilis",10
"672",8603,"-32.404","-52.468","6","","Tyrannidae","Camptostoma","obsoletum","","Southern Beardless Tyrannulet",27.826281,"Camptostoma obsoletum",18
"673",8609,"-27.39726","-49.379082","450","","Tyrannidae","Myiornis","auricularis","","Eared Pygmy Tyrant",15.029274,"Myiornis auricularis",15
"674",8617,"-6.5834","-35.0501","30","Leptotila verreauxi,Vireo olivaceus","Troglodytidae","Cantorchilus","longirostris","","Long-billed Wren",17.293265,"Cantorchilus longirostris",10
"675",8619,"-26.0834","-48.6334","10","Procnias nudicollis","Tyrannidae","Myiozetetes","similis","pallidiventris","Social Flycatcher",30.484694,"Myiozetetes similis",18
"676",8621,"-19.939","-43.4752","1.042","","Tyrannidae","Myiornis","auricularis","","Eared Pygmy Tyrant",19.0339,"Myiornis auricularis",15
"677",8622,"-25.3334","-48.9001","875","Phaethornis eurynome,Ramphastos dicolorus,Cranioleuca obsoleta,Attila phoenicurus,Procnias nudicollis,Pachyramphus validus,Vireo olivaceus,Tinamus solitarius","Tyrannidae","Myiodynastes","maculatus","solitarius","Streaked Flycatcher",43.033333,"Myiodynastes maculatus",14
"678",8629,"-12.530434","-41.575699","800","Thamnophilus doliatus,Saltator similis,Euphonia chlorotica","Troglodytidae","Troglodytes","aedon","musculus","House Wren",17.101973,"Troglodytes aedon",15
"679",8635,"-23.5001","-45.2167","100","Saltator fuliginosus,Procnias nudicollis,Dysithamnus stictothorax","Psittacidae","Brotogeris","tirica","","Plain Parakeet",31.147619,"Brotogeris tirica",15
"680",8647,"-4.6038","-56.3928","80","","Psittacidae","Amazona","farinosa","","Mealy Amazon",26.882721,"Amazona farinosa",16
"681",8666,"-9.5981","-55.932","250","","Thamnophilidae","Myrmeciza","atrothorax","","Black-throated Antbird",31.940952,"Myrmeciza atrothorax",12
"682",8671,"-13.3001","-59.8001","600","","Parulidae","Myiothlypis","flaveola","","Flavescent Warbler",18.635737,"Myiothlypis flaveola",10
"683",8691,"-15.4776","-55.7585","800","","Troglodytidae","Pheugopedius","genibarbis","intercedens","Moustached Wren",28.649932,"Pheugopedius genibarbis",12
"684",8699,"-12.530434","-41.575699","800","Columbina squammata,Hylophilus amaurocephalus,Troglodytes aedon,Saltator similis,Zonotrichia capensis","Accipitridae","Rupornis","magnirostris","nattereri","Roadside Hawk",37.834739,"Rupornis magnirostris",27
"685",8709,"-9.5981","-55.932","250","Tolmomyias flaviventris","Thamnophilidae","Formicivora","grisea","grisea","Southern White-fringed Antwren",28.877937,"Formicivora grisea",10
"686",8734,"-2.028","-59.997","50","Ammodramus aurifrons,Ramphastos tucanus","Psittacidae","Ara","ararauna","","Blue-and-yellow Macaw",24.269048,"Ara ararauna",13
"687",8773,"-5.4957","-56.9861","150","","Thamnophilidae","Microrhopias","quixensis","","Dot-winged Antwren",18.091361,"Microrhopias quixensis",11
"688",8778,"-15.355","-38.982","0","","Cuculidae","Guira","guira","","Guira Cuckoo",18.270952,"Guira guira",10
"689",8782,"-16.3834","-56.6167","120","","Threskiornithidae","Theristicus","caudatus","caudatus","Buff-necked Ibis",18.532698,"Theristicus caudatus",17
"690",8786,"-3.2659","-50.3234","100","Picumnus aurifrons","Psittacidae","Amazona","ochrocephala","","Yellow-crowned Amazon",35.093628,"Amazona ochrocephala",19
"691",8797,"-23.5001","-45.2167","?","","Falconidae","Micrastur","ruficollis","","Barred Forest Falcon",21.696372,"Micrastur ruficollis",12
"692",8837,"-22.6771","-47.9831","460","","Alcedinidae","Megaceryle","torquata","","Ringed Kingfisher",33.463515,"Megaceryle torquata",10
"693",8868,"-23.8501","-54.2537","340","Sicalis flaveola,Furnarius rufus,Brotogeris chiriri","Picidae","Melanerpes","candidus","","White Woodpecker",44.193651,"Melanerpes candidus",10
"694",8876,"-9.5981","-55.932","240","","Tyrannidae","Hemitriccus","griseipectus","","White-bellied Tody-Tyrant",20.290567,"Hemitriccus griseipectus",10
"695",8910,"-7.3334","-39.3001","900","","Furnariidae","Sittasomus","griseicapillus","reiseri","Olivaceous Woodcreeper",24.846485,"Sittasomus griseicapillus",11
"696",8922,"-17.3584","-44.8501","540","Pitangus sulphuratus,Cyclarhis gujanensis,Saltator coerulescens","Tyrannidae","Elaenia","spectabilis","","Large Elaenia",36.110023,"Elaenia spectabilis",14
"697",8924,"NULL","NULL","?","","Conopophagidae","Conopophaga","lineata","vulgaris","Rufous Gnateater",39.12907,"Conopophaga lineata",17
"698",8936,"-23.3501","-44.7167","50","Philydor rufum","Psittacidae","Brotogeris","tirica","","Plain Parakeet",17.073968,"Brotogeris tirica",15
"699",8944,"-20.79","-42.8882","800","","Galbulidae","Galbula","ruficauda","","Rufous-tailed Jacamar",17.01161,"Galbula ruficauda",11
"700",8945,"-24.017146","-47.81044","630","Turdus rufiventris,Automolus leucophthalmus,Attila phoenicurus","Tyrannidae","Attila","rufus","","Grey-hooded Attila",16.943515,"Attila rufus",14
"701",8954,"-27.5667","-49.01","830","","Conopophagidae","Conopophaga","lineata","","Rufous Gnateater",16.465646,"Conopophaga lineata",17
"702",8957,"-4.2334","-38.9167","800","Arremon taciturnus,Turdus leucomelas,Basileuterus culicivorus","Tyrannidae","Platyrinchus","mystaceus","","White-throated Spadebill",32.873061,"Platyrinchus mystaceus",13
"703",8978,"-26.0834","-48.6334","10","Procnias nudicollis,Chiroxiphia caudata","Tyrannidae","Attila","rufus","rufus","Grey-hooded Attila",20.934717,"Attila rufus",14
"704",8987,"-29.4501","-50.5667","960","Veniliornis spilogaster","Charadriidae","Vanellus","chilensis","lampronotus","Southern Lapwing",19.255306,"Vanellus chilensis",19
"705",9014,"-27.14","-52.7837","285","","Cuculidae","Guira","guira","","Guira Cuckoo",23.358798,"Guira guira",10
"706",9031,"-22.5001","-42.7167","50","Troglodytes aedon,Todirostrum poliocephalum","Picidae","Melanerpes","candidus","","White Woodpecker",25.091678,"Melanerpes candidus",10
"707",9055,"-10.2095","-48.252","500","","Troglodytidae","Pheugopedius","genibarbis","","Moustached Wren",37.512925,"Pheugopedius genibarbis",12
"708",9066,"-22.3917","-42.3751","980","","Conopophagidae","Conopophaga","lineata","","Rufous Gnateater",42.602812,"Conopophaga lineata",17
"709",9086,"-17.3584","-44.8501","540","Thamnophilus pelzelni,Herpsilochmus atricapillus,Hylocryptus rectirostris,Phylloscartes roquettei,Colonia colonus","Tyrannidae","Myiozetetes","similis","pallidiventris","Social Flycatcher",28.333379,"Myiozetetes similis",18
"710",9088,"-8.3","-37.75","460","Cantorchilus longirostris","Tyrannidae","Elaenia","spectabilis","","Large Elaenia",24.129478,"Elaenia spectabilis",14
"711",9093,"-6.1603","-50.3459","670","","Psittacidae","Amazona","ochrocephala","ochrocephala","Yellow-crowned Amazon",35.66644,"Amazona ochrocephala",19
"712",9094,"-4.3881","-59.5934","30","","Thamnophilidae","Hypocnemis","striata","implicata","Spix's Warbling Antbird",16.698073,"Hypocnemis striata",11
"713",9115,"-9.5981","-55.932","260","Ramphastos tucanus","Troglodytidae","Cantorchilus","leucotis","","Buff-breasted Wren",43.667007,"Cantorchilus leucotis",17
"714",9121,"-21.765","-43.3488","700","","Tyrannidae","Myiornis","auricularis","","Eared Pygmy Tyrant",21.459977,"Myiornis auricularis",15
"715",9149,"-27.5667","-49.01","590","","Tyrannidae","Platyrinchus","mystaceus","","White-throated Spadebill",23.310249,"Platyrinchus mystaceus",13
"716",9154,"-3.5189","-47.5039","?","Crypturellus soui,Tapera naevia,Ramphocelus carbo,Saltator maximus","Thamnophilidae","Taraba","major","semifasciatus","Great Antshrike",39.451701,"Taraba major",10
"717",9156,"-12.5834","-41.3667","400","","Icteridae","Cacicus","haemorrhous","affinis","Red-rumped Cacique",15.915034,"Cacicus haemorrhous",20
"718",9188,"-22.394","-42.501","900","Chamaeza meruloides,Anabazenops fuscus,Attila rufus,Basileuterus culicivorus","Thamnophilidae","Pyriglena","leucoptera","","White-shouldered Fire-eye",28.849728,"Pyriglena leucoptera",12
"719",9190,"-8.0539","-34.8809","0","","Tyrannidae","Myiozetetes","similis","","Social Flycatcher",22.737891,"Myiozetetes similis",18
"720",9195,"-21.1001","-44.2001","1050","Eupsittula aurea","Falconidae","Milvago","chimachima","","Yellow-headed Caracara",25.595465,"Milvago chimachima",18
"721",9212,"-9.5737","-47.707","190","","Fringillidae","Euphonia","chlorotica","","Purple-throated Euphonia",42.669025,"Euphonia chlorotica",13
"722",9217,"-9.2667","-49.9334","170","Monasa nigrifrons","Psittacidae","Brotogeris","chiriri","chiriri","Yellow-chevroned Parakeet",34.713787,"Brotogeris chiriri",11
"723",9229,"-22.3023","-43.077","1150","Batara cinerea","Conopophagidae","Conopophaga","lineata","","Rufous Gnateater",39.357302,"Conopophaga lineata",17
"724",9230,"-16.4456","-51.1201","650","Gnorimopsar chopi,Tyrannus melancholicus","Picidae","Melanerpes","candidus","","White Woodpecker",26.853968,"Melanerpes candidus",10
"725",9247,"-24.017146","-47.81044","630","Forpus xanthopterygius","Pipridae","Chiroxiphia","caudata","","Blue Manakin",18.240023,"Chiroxiphia caudata",21
"726",9254,"-12.5776","-38.0054","10","Turdus leucomelas","Tyrannidae","Pitangus","sulphuratus","","Great Kiskadee",22.441111,"Pitangus sulphuratus",10
"727",9256,"-4.3881","-59.5934","30","","Thamnophilidae","Hypocnemis","striata","implicata","Spix's Warbling Antbird",16.08068,"Hypocnemis striata",11
"728",9302,"-6.1242","-50.4382","650","","Thamnophilidae","Pyriglena","leuconota","","White-backed Fire-eye",25.238889,"Pyriglena leuconota",12
"729",9307,"-12.6162","-47.8836","280","","Tyrannidae","Hemitriccus","margaritaceiventer","","Pearly-vented Tody-Tyrant",44.779683,"Hemitriccus margaritaceiventer",11
"730",9308,"-23.6334","-45.8667","890","","Tyrannidae","Platyrinchus","mystaceus","","White-throated Spadebill",15.33068,"Platyrinchus mystaceus",13
"731",9317,"-0.1334","-67.0834","70","","Falconidae","Ibycter","americanus","","Red-throated Caracara",35.043016,"Ibycter americanus",14
"732",9323,"-23.4334","-45.1167","30","","Psittacidae","Brotogeris","tirica","","Plain Parakeet",32.942608,"Brotogeris tirica",15
"733",9335,"-17.3584","-44.8501","540","Trogon surrucura,Hylocryptus rectirostris","Troglodytidae","Troglodytes","aedon","musculus","House Wren",23.564671,"Troglodytes aedon",15
"734",9339,"-16.5167","-56.7167","120","Ortalis canicollis,Thamnophilus doliatus","Psittacidae","Anodorhynchus","hyacinthinus","","Hyacinth Macaw",17.661179,"Anodorhynchus hyacinthinus",11
"735",9342,"-24.017146","-47.81044","630","Basileuterus culicivorus,Habia rubica","Conopophagidae","Conopophaga","melanops","","Black-cheeked Gnateater",30.68839,"Conopophaga melanops",15
"736",9351,"-22.3667","-44.7334","?","","Pipridae","Chiroxiphia","caudata","","Blue Manakin",28.209161,"Chiroxiphia caudata",21
"737",9370,"-24.017146","-47.81044","630","Schiffornis virescens","Pipridae","Chiroxiphia","caudata","","Blue Manakin",23.077506,"Chiroxiphia caudata",21
"738",9389,"-23.4001","-45.01","30","Vireo olivaceus","Galbulidae","Galbula","ruficauda","rufoviridis","Rufous-tailed Jacamar",19.830227,"Galbula ruficauda",11
"739",9423,"-24.2759","-48.4181","850","Pyriglena leucoptera","Polioptilidae","Ramphocaenus","melanurus","melanurus","Long-billed Gnatwren",26.039206,"Ramphocaenus melanurus",10
"740",9457,"-9.5981","-55.932","240","","Falconidae","Ibycter","americanus","","Red-throated Caracara",18.931995,"Ibycter americanus",14
"741",9463,"-22.5001","-42.7167","300","","Pipridae","Chiroxiphia","caudata","","Blue Manakin",44.449637,"Chiroxiphia caudata",21
"742",9468,"-24.8098","-50.0112","880","","Tyrannidae","Myiodynastes","maculatus","","Streaked Flycatcher",31.059048,"Myiodynastes maculatus",14
"743",9476,"-9.3001","-35.9334","550","Formicivora grisea,Synallaxis infuscata,Poecilotriccus fumifrons,Cyclarhis gujanensis","Tyrannidae","Pitangus","sulphuratus","maximiliani","Great Kiskadee",28.534399,"Pitangus sulphuratus",10
"744",9481,"NULL","NULL","?","","Corvidae","Cyanocorax","cyanopogon","","White-naped Jay",15.663197,"Cyanocorax cyanopogon",11
"745",9500,"-3.6668","-45.8465","20","","Troglodytidae","Cantorchilus","leucotis","","Buff-breasted Wren",22.89551,"Cantorchilus leucotis",17
"746",9516,"-23.4673","-51.0356","600","Dysithamnus mentalis","Furnariidae","Automolus","leucophthalmus","","White-eyed Foliage-gleaner",21.506417,"Automolus leucophthalmus",11
"747",9541,"-12.5167","-41.4334","750","Troglodytes aedon","Fringillidae","Euphonia","chlorotica","chlorotica","Purple-throated Euphonia",26.386145,"Euphonia chlorotica",13
"748",9557,"-23.5601","-46.6856","800","Melopsittacus undulatus","Psittacidae","Brotogeris","tirica","","Plain Parakeet",15.313469,"Brotogeris tirica",15
"749",9615,"-22.8667","-44.4501","1450","","Furnariidae","Cichlocolaptes","leucophrus","holti","Pale-browed Treehunter",41.606621,"Cichlocolaptes leucophrus",14
"750",9617,"3.4601","-57.6201","?","","Tyrannidae","Tolmomyias","sulphurescens","","Yellow-olive Flatbill",27.630771,"Tolmomyias sulphurescens",14
"751",9671,"4.6084","-61.4026","900","","Psittacidae","Diopsittaca","nobilis","","Red-shouldered Macaw",18.916463,"Diopsittaca nobilis",10
"752",9703,"4.6717","-75.6283","1900","","Psittacidae","Psittacara","wagleri","","Scarlet-fronted Parakeet",31.32229,"Psittacara wagleri",12
"753",9710,"-23.1161","-46.5563","800","Myiothlypis leucoblephara","Thamnophilidae","Rhopias","gularis","","Star-throated Antwren",27.022834,"Rhopias gularis",14
"754",9731,"-22.1978","-49.6457","650","","Psittacidae","Brotogeris","chiriri","","Yellow-chevroned Parakeet",17.157574,"Brotogeris chiriri",11
"755",9748,"5.0834","-75.5001","2800","","Psittacidae","Leptosittaca","branickii","","Golden-plumed Parakeet",44.08424,"Leptosittaca branickii",11
"756",9782,"-23.9557","-46.6503","700","","Turdidae","Turdus","leucomelas","","Pale-breasted Thrush",26.429025,"Turdus leucomelas",18
"757",9807,"-22.3917","-42.3751","850","","Tyrannidae","Attila","rufus","rufus","Grey-hooded Attila",32.469478,"Attila rufus",14
"758",9841,"5.73778","-53.945961","2","Cantorchilus leucotis","Thamnophilidae","Formicivora","grisea","grisea","Southern White-fringed Antwren",17.351202,"Formicivora grisea",10
"759",9842,"4.1809","-72.9136","170","","Cuculidae","Crotophaga","ani","","Smooth-billed Ani",37.072313,"Crotophaga ani",14
"760",9860,"4.8763","-75.1507","2800","Rupornis magnirostris","Corvidae","Cyanolyca","armillata","quindiuna","Black-collared Jay",40.713084,"Cyanolyca armillata",17
"761",9875,"NULL","NULL","400","","Charadriidae","Vanellus","chilensis","cayennensis","Southern Lapwing",22.706984,"Vanellus chilensis",19
"762",9896,"NULL","NULL","3","","Tyrannidae","Hemitriccus","margaritaceiventer","impiger","Pearly-vented Tody-Tyrant",22.017732,"Hemitriccus margaritaceiventer",11
"763",9955,"-3.907","-58.4017","100","","Psittacidae","Eupsittula","pertinax","paraensis","Brown-throated Parakeet",41.41619,"Eupsittula pertinax",11
"764",9962,"11.162","-72.5778","400","","Thamnophilidae","Sakesphorus","canadensis","","Black-crested Antshrike",41.438889,"Sakesphorus canadensis",10
"765",9970,"6.6212","-73.5003","1600","Patagioenas plumbea,Aulacorhynchus haematopygus","Icteridae","Cacicus","leucoramphus","","Northern Mountain Cacique",37.863401,"Cacicus leucoramphus",18
"766",9986,"4.9284","-75.0533","1600","","Thamnophilidae","Cercomacra","parkeri","","Parker's Antbird",15.398844,"Cercomacra parkeri",10
"767",10002,"10.8687","-68.3128","220","","Thamnophilidae","Thamnophilus","melanonotus","","Black-backed Antshrike",37.691837,"Thamnophilus melanonotus",13
"768",10019,"-25.182","-48.2981","30","","Conopophagidae","Conopophaga","melanops","","Black-cheeked Gnateater",25.59644,"Conopophaga melanops",15
"769",10030,"-22.4212","-42.9559","900","","Psittacidae","Psittacara","leucophthalmus","leucophthalmus","White-eyed Parakeet",36.393265,"Psittacara leucophthalmus",12
"770",10046,"NULL","NULL","?","Psarocolius viridis","Tyrannidae","Lophotriccus","galeatus","","Helmeted Pygmy Tyrant",44.55424,"Lophotriccus galeatus",11
"771",10053,"NULL","NULL","","","Psittacidae","Ara","ararauna","","Blue-and-yellow Macaw",27.676213,"Ara ararauna",13
"772",10054,"4.911","-52.46","10","","Pipridae","Chiroxiphia","pareola","pareola","Blue-backed Manakin",20.443583,"Chiroxiphia pareola",14
"773",10089,"-32.1503","-52.7364","10","","Parulidae","Myiothlypis","leucoblephara","","White-rimmed Warbler",34.985125,"Myiothlypis leucoblephara",14
"774",10151,"-23.9501","-46.7667","800","Heliobletus contaminatus,Batara cinerea,Cranioleuca pallida","Tyrannidae","Camptostoma","obsoletum","","Southern Beardless Tyrannulet",40.923469,"Camptostoma obsoletum",18
"775",10157,"8.620356","-71.082487","2000","","Corvidae","Cyanolyca","armillata","","Black-collared Jay",16.117506,"Cyanolyca armillata",17
"776",10244,"NULL","NULL","6","Ortalis motmot,Troglodytes aedon,Icterus cayanensis","Coerebidae","Coereba","flaveola","","Bananaquit",44.850522,"Coereba flaveola",10
"777",10249,"-22.8","-43.9","?","","Thraupidae","Tersina","viridis","","Swallow Tanager",43.80839,"Tersina viridis",10
"778",10252,"5.0834","-75.5001","?","Acropternis orthonyx","Corvidae","Cyanolyca","armillata","","Black-collared Jay",36.816961,"Cyanolyca armillata",17
"779",10337,"4.6030444444","-74.2044555556","2546","","Troglodytidae","Cistothorus","apolinari","apolinari","Apolinar's Wren",18.220907,"Cistothorus apolinari",16
"780",10351,"NULL","NULL","0","Pitangus sulphuratus","Tyrannidae","Megarynchus","pitangua","","Boat-billed Flycatcher",35.137982,"Megarynchus pitangua",11
"781",10408,"NULL","NULL","1900","","Psittacidae","Leptosittaca","branickii","","Golden-plumed Parakeet",36.268481,"Leptosittaca branickii",11
"782",10418,"4.6030444444","-74.2044555556","2546","","Troglodytidae","Cistothorus","apolinari","apolinari","Apolinar's Wren",31.597619,"Cistothorus apolinari",16
"783",10428,"-22.6997","-47.6297","500","","Tyrannidae","Elaenia","spectabilis","","Large Elaenia",17.904989,"Elaenia spectabilis",14
"784",10487,"-23.9501","-46.7667","800","Triclaria malachitacea","Thamnophilidae","Dysithamnus","mentalis","","Plain Antvireo",23.671973,"Dysithamnus mentalis",25
"785",10560,"5.6159","-66.0939","5","","Psittacidae","Orthopsittaca","manilatus","","Red-bellied Macaw",22.850272,"Orthopsittaca manilatus",13
"786",10639,"4.6030444444","-74.2044555556","2546","","Troglodytidae","Cistothorus","apolinari","apolinari","Apolinar's Wren",22.320658,"Cistothorus apolinari",16
"787",10658,"6.8137","-73.3648","2400","","Icteridae","Cacicus","leucoramphus","","Northern Mountain Cacique",29.028367,"Cacicus leucoramphus",18
"788",10670,"-19.2204","-42.4832","260","","Tyrannidae","Myiornis","auricularis","","Eared Pygmy Tyrant",22.995193,"Myiornis auricularis",15
"789",10677,"-25.4597","-49.5273","950","","Falconidae","Micrastur","ruficollis","","Barred Forest Falcon",43.957959,"Micrastur ruficollis",12
"790",10678,"NULL","NULL","2800","","Psittacidae","Leptosittaca","branickii","","Golden-plumed Parakeet",35.822766,"Leptosittaca branickii",11
"791",10707,"-26.995","-50.014","460","","Turdidae","Turdus","albicollis","","White-necked Thrush",34.938277,"Turdus albicollis",10
"792",10757,"-23.43","-47.599","550","","Psittacidae","Forpus","xanthopterygius","vividus","Blue-winged Parrotlet",18.869433,"Forpus xanthopterygius",11
"793",10851,"-23.9557","-46.6503","700","","Pipridae","Chiroxiphia","caudata","","Blue Manakin",34.637506,"Chiroxiphia caudata",21
"794",10861,"4.1809","-72.9136","170","","Psittacidae","Orthopsittaca","manilatus","","Red-bellied Macaw",41.754898,"Orthopsittaca manilatus",13
"795",10863,"11.162","-72.5778","400","","Troglodytidae","Cantorchilus","leucotis","","Buff-breasted Wren",15.772109,"Cantorchilus leucotis",17
"796",10906,"4.8675","-75.54667","2380","Myadestes ralloides,Henicorhina leucophrys","Psittacidae","Leptosittaca","branickii","","Golden-plumed Parakeet",23.783923,"Leptosittaca branickii",11
"797",10921,"NULL","NULL","370","","Psittacidae","Pionus","menstruus","rubrigularis ?","Blue-headed Parrot",16.748662,"Pionus menstruus",11
"798",10922,"-26.8927","-50.0756","750","","Tyrannidae","Myiodynastes","maculatus","","Streaked Flycatcher",16.557438,"Myiodynastes maculatus",14
"799",10954,"4.609167","-67.86444","300","","Accipitridae","Rupornis","magnirostris","","Roadside Hawk",40.740771,"Rupornis magnirostris",27
"800",10971,"5.0901","-52.5698","10","","Falconidae","Milvago","chimachima","cordata","Yellow-headed Caracara",19.460907,"Milvago chimachima",18
"801",11026,"4.6717","-75.6283","1800","","Psittacidae","Psittacara","wagleri","","Scarlet-fronted Parakeet",29.417664,"Psittacara wagleri",12
"802",11139,"NULL","NULL","1900","","Psittacidae","Leptosittaca","branickii","","Golden-plumed Parakeet",18.89805,"Leptosittaca branickii",11
"803",11155,"-25.5166","-48.523","10","","Furnariidae","Philydor","atricapillus","","Black-capped Foliage-gleaner",21.100703,"Philydor atricapillus",11
"804",11160,"8.1101","-61.6714","300","","Tyrannidae","Tolmomyias","sulphurescens","","Yellow-olive Flatbill",31.094444,"Tolmomyias sulphurescens",14
"805",11180,"6.1501","-61.4706","170","","Icteridae","Cacicus","haemorrhous","haemorrhous","Red-rumped Cacique",34.741882,"Cacicus haemorrhous",20
"806",11195,"7.4334","-69.3167","80","Ammodramus aurifrons","Threskiornithidae","Theristicus","caudatus","","Buff-necked Ibis",23.60254,"Theristicus caudatus",17
"807",11198,"-14.8264","-56.4241","200","","Furnariidae","Xiphorhynchus","guttatus","","Buff-throated Woodcreeper",15.422857,"Xiphorhynchus guttatus",11
"808",11209,"7.7143","-69.3326","80","","Accipitridae","Rupornis","magnirostris","","Roadside Hawk",19.333447,"Rupornis magnirostris",27
