"","X","MediaId","FileName","ClassId","Date","Time","Locality","Latitude","Longitude","Elevation","Author","AuthorID","Content","Comments","Quality","Year","BackgroundSpecies","Order","Family","Genus","Species","Sub.species","VernacularNames","Length","GenusSpecies","fileCount"
"562",7150,6780,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN6780.wav","jefgxc","2009-11-06","11:30","Estação de Pesquisa do Canguçu - Pium - Tocantins State","-9.9826","-50.0151","180","GABRIEL LEITE","TGBFXDVERJ","call, male","bird-seen:yesplayback-used:no","3","BirdCLEF2014","Crypturellus undulatus","Piciformes","Galbulidae","Galbula","ruficauda","","Rufous-tailed Jacamar",19.385624,"Galbula ruficauda",11
"563",7159,6790,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN6790.wav","nknnjw","2004-06-02","12:00","Parque Natural do Caraça, MG","-20.41","-43.35","1250","Nick Athanas","XRABICUARW","call","","1","BirdCLEF2014","","Passeriformes","Parulidae","Myiothlypis","leucoblephara","","White-rimmed Warbler",26.981338,"Myiothlypis leucoblephara",14
"564",7166,6804,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN6804.wav","uphahj","2013-06-22","08:30","Xapuri, Acre","-10.7427","-68.2818","220","Marcos A. Melo","MRGDYNJGUJ","call, song","bird-seen:yesplayback-used:no","0","BirdCLEF2014","Thamnophilus doliatus,Thraupis palmarum,Tyrannus melancholicus","Accipitriformes","Accipitridae","Rupornis","magnirostris","","Roadside Hawk",44.224671,"Rupornis magnirostris",27
"565",7174,6815,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN6815.wav","kunsua","2006-01-07","09:15","Serra de Baturité, Ceará","-4.2334","-38.9167","1050","Nick Athanas","XRABICUARW","call","img:http://www.antpitta.com/images/photos/furnariids/Rufous-breasted-Leaftosser-ceara2.jpg","1","BirdCLEF2014","","Passeriformes","Furnariidae","Sclerurus","scansor","cearensis","Rufous-breasted Leaftosser",26.45381,"Sclerurus scansor",16
"566",7187,6830,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN6830.wav","aiigbg","2002-07-03","7:38","Estrada da Graciosa, Paraná state","-25.3334","-48.9001","900","Jeremy Minns","DGVLLRYDXS","call","","1","BirdCLEF2014","Carpornis cucullata,Pyriglena leucoptera","Passeriformes","Furnariidae","Sittasomus","griseicapillus","sylviellus","Olivaceous Woodcreeper",26.522562,"Sittasomus griseicapillus",11
"567",7202,6855,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN6855.wav","vumzkv","2013-06-04","11:30","Reserva Biológica do Aguaí, Nova Veneza, Santa Catarina","-28.6452","-49.6892","440","João Gava","CEKMJEZKSJ","call","Foraging on bromeliads. Montane Forest.bird-seen:yesplayback-used:no","1","BirdCLEF2014","","Passeriformes","Furnariidae","Cichlocolaptes","leucophrus","","Pale-browed Treehunter",36.015669,"Cichlocolaptes leucophrus",14
"568",7207,6861,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN6861.wav","xychdo","2001-03-16","07:00","Tiradentes. Serra de São José","-21.1001","-44.2001","1050","Jeremy Minns","DGVLLRYDXS","call, song","Cerrado. This is Call A in our DVD-ROM 'Birds of Brazil'.","2","BirdCLEF2014","Myiopagis viridicata,Sicalis citrina","Passeriformes","Troglodytidae","Troglodytes","aedon","musculus","House Wren",18.464127,"Troglodytes aedon",15
"569",7210,6864,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN6864.wav","oublby","2004-04-06","07:03","Parque Estadual Intervales. Barra Grande","-24.2667","-48.3834","800","Jeremy Minns","DGVLLRYDXS","calls, perched","Open area in humid forest, by a small stream.","2","BirdCLEF2014","","Coraciiformes","Alcedinidae","Megaceryle","torquata","torquata","Ringed Kingfisher",18.1678,"Megaceryle torquata",10
"570",7234,6896,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN6896.wav","qfjwpy","2007-02-04","18:40","Atami beach - Pontal do Parana - Parana","-25.5937","-48.3773","0","Raphael Sobania","FJNHLSWOEJ","alarm call","","1","BirdCLEF2014","","Charadriiformes","Charadriidae","Vanellus","chilensis","","Southern Lapwing",32.309048,"Vanellus chilensis",19
"571",7235,6897,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN6897.wav","relbkx","2011-05-26","09:00","Rio do Peixe, Socorro, Sao Paulo state","-22.624","-46.498","800","Marcos Melo","MRGDYNJGUJ","call","","2","BirdCLEF2014","Cariama cristata,Thraupis sayaca","Passeriformes","Tyrannidae","Tolmomyias","sulphurescens","","Yellow-olive Flatbill",29.155646,"Tolmomyias sulphurescens",14
"572",7239,68,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN68.wav","uuvfxv","2009-09-25","10:25","Itu, São Paulo","-23.270681","-47.298889","590","Marcos Melo","MRGDYNJGUJ","call, song","","2","BirdCLEF2014","","Passeriformes","Parulidae","Myiothlypis","flaveola","","Flavescent Warbler",34.605261,"Myiothlypis flaveola",10
"573",7242,6904,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN6904.wav","ebxlim","1999-05-06","07:15","Chapada Diamantina. Bonito","-11.9501","-41.2834","1000","Jeremy Minns","DGVLLRYDXS","call","Humid forest. Two takes: in the first, one bird calls and a second sings in the distance, in the second, two long calls by one bird. Possibly after playback. These are Calls A and B on our DVD-ROM Birds of Brazil.","1","BirdCLEF2014","Pyrrhura frontalis,Contopus cinereus","Passeriformes","Thamnophilidae","Taraba","major","stagurus","Great Antshrike",18.184059,"Taraba major",10
"574",7247,6910,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN6910.wav","vjavkh","2004-02-23","xx:xx","Parque Nacional Itatiaia (Hotel Simon), Rio de Janeiro","NULL","NULL","1080","Bernabe Lopez-Lanus","BYLLSJRVDZ","call","","3","BirdCLEF2014","","Passeriformes","Thamnophilidae","Rhopias","gularis","","Star-throated Antwren",17.086667,"Rhopias gularis",14
"575",7252,6918,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN6918.wav","vumzkv","2010-03-25","08:20","RPPN Prima Luna, Nova Trento, Santa Catarina","-27.258","-49.02","600","Evair Legal","SMJXFKLATM","call","","2","BirdCLEF2014","","Passeriformes","Furnariidae","Cichlocolaptes","leucophrus","","Pale-browed Treehunter",18.011837,"Cichlocolaptes leucophrus",14
"576",7277,6956,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN6956.wav","qrhwnu","2006-09-08","07:00","Perequê - Angra dos Reis - RJ","-23.012","-44.5351","50","Ricardo Gagliardi","YRDADNREOP","call","","1","BirdCLEF2014","Colonia colonus,Cyclarhis gujanensis","Piciformes","Ramphastidae","Ramphastos","vitellinus","ariel","Channel-billed Toucan",25.925374,"Ramphastos vitellinus",12
"577",7294,6981,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN6981.wav","scjydk","2008-06-15","17:45","Goiatins,  Cartucho, Tocantins","-8.3356","-47.7303","190","Advaldo D. Prado","LUMSAVGFDA","call","","3","BirdCLEF2014","","Psittaciformes","Psittacidae","Anodorhynchus","hyacinthinus","","Hyacinth Macaw",35.43381,"Anodorhynchus hyacinthinus",11
"578",7317,7008,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN7008.wav","perzmu","2004-02-22","xx:xx","Parque Nacional Itatiaia (Hotel Simon), Rio de Janeiro","NULL","NULL","1080","Bernabe Lopez-Lanus","BYLLSJRVDZ","call","Juvenile","3","BirdCLEF2014","","Passeriformes","Coerebidae","Coereba","flaveola","","Bananaquit",43.582177,"Coereba flaveola",10
"579",7323,7017,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN7017.wav","hwqenp","2012-02-07","12:26","Timbaúba, Pernambuco","-7.6096","-35.3952","440","Marcus Braun","EICLYDGEKS","call","Mata do Engenho Xixa. Macaparanaplayback-used:no","4","BirdCLEF2014","","Passeriformes","Thamnophilidae","Dysithamnus","mentalis","","Plain Antvireo",18.663515,"Dysithamnus mentalis",25
"580",7327,7020,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN7020.wav","lgdqns","2007-08-02","06:35","Pousada Rio Azul, PA","-9.2456","-55.987","220","Bradley Davis","YNXJLOESBB","call","","2","BirdCLEF2014","Myiozetetes cayanensis,Troglodytes aedon,Ramphocelus carbo","Psittaciformes","Psittacidae","Amazona","amazonica","","Orange-winged Amazon",33.430975,"Amazona amazonica",14
"581",7352,7056,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN7056.wav","rcvrfz","2007-09-18","10:18","Lençois, BA","-12.5501","-41.3667","530","Nick Athanas","XRABICUARW","call","","2","BirdCLEF2014","","Passeriformes","Fringillidae","Euphonia","chlorotica","serrirostris?","Purple-throated Euphonia",25.362562,"Euphonia chlorotica",13
"582",7390,7105,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN7105.wav","ypmevr","2012-11-18","08:00","RPPN Frei Caneca, Jaqueira, Pernambuco","-8.7212","-35.8323","400","Alex Lees","INDDBZAFJL","alarm call","Hill top forestbird-seen:yesplayback-used:no","2","BirdCLEF2014","Myrmotherula axillaris,Herpsilochmus rufimarginatus,Dixiphia rubrocapilla,Chiroxiphia pareola","Passeriformes","Conopophagidae","Conopophaga","melanops","nigrifrons","Black-cheeked Gnateater",21.221474,"Conopophaga melanops",15
"583",7395,7110,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN7110.wav","kunsua","2009-05-13","?","Itajaí-mirim, Parque Nacional da Serra do Itajaí, Presidente Nereu, Santa Catarina","-27.247","-49.287","450","Adrian Eisen Rupp","AOPMSCIDIA","call","","1","BirdCLEF2014","","Passeriformes","Furnariidae","Sclerurus","scansor","","Rufous-breasted Leaftosser",38.562585,"Sclerurus scansor",16
"584",7412,7134,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN7134.wav","ijpmji","2005-11-08","05:53","Caxiuanã Scientific Station","-1.7375","-51.4556","12","Jeremy Minns","DGVLLRYDXS","flight call","Terra firme forest.","2","BirdCLEF2014","","Psittaciformes","Psittacidae","Amazona","farinosa","farinosa","Mealy Amazon",39.069841,"Amazona farinosa",16
"585",7441,7167,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN7167.wav","mbwjzf","2002-09-12","09:49","Serra dos Orgaos National Park. Teresopolis","-22.4667","-43.01","1600","Jeremy Minns","DGVLLRYDXS","call","Pedra do Sino trail. Montane forest. Short, single note calls. This is Call D in our DVD-ROM 'Birds of Brazil'. This bird was heard earlier giving the down-slurred call C.","2","BirdCLEF2014","Thamnophilus caerulescens,Tijuca atra,Thraupis ornata","Passeriformes","Fringillidae","Chlorophonia","cyanea","cyanea","Blue-naped Chlorophonia",18.529887,"Chlorophonia cyanea",11
"586",7442,7168,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN7168.wav","pazlce","2011-01-30","08:00","Manaus, Amazonas","-2.596","-59.9785","100","GABRIEL LEITE","TGBFXDVERJ","call","bird-seen:yesplayback-used:no","3","BirdCLEF2014","","Passeriformes","Tyrannidae","Lophotriccus","galeatus","","Helmeted Pygmy Tyrant",15.482857,"Lophotriccus galeatus",11
"587",7443,7169,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN7169.wav","doafbd","2002-02-03","15:29","Serra dos Carajás. Road to Salobo","-6.0501","-50.2667","660","Jeremy Minns","DGVLLRYDXS","call","Terra firme forest.","1","BirdCLEF2014","","Passeriformes","Thamnophilidae","Hypocnemis","striata","affinis","Spix's Warbling Antbird",30.859116,"Hypocnemis striata",11
"588",7483,7216,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN7216.wav","ssdpyu","2009-08-01","07:10","Miracatu, São Paulo","-24.188","-47.391","45","Marcos Melo","MRGDYNJGUJ","call","","1","BirdCLEF2014","","Passeriformes","Troglodytidae","Cantorchilus","longirostris","","Long-billed Wren",20.592766,"Cantorchilus longirostris",10
"589",7493,7228,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN7228.wav","qldqit","2000-08-14","08:08","Caraguatatuba, São Paulo state. 'Hípica as Gaivotas'","-23.5667","-45.3167","10","Jeremy Minns","DGVLLRYDXS","call","Lowland forest. This is Call C in our DVD-ROM 'Birds of Brazil'.","1","BirdCLEF2014","Drymophila squamata,Automolus leucophthalmus,Procnias nudicollis,Turdus albicollis","Passeriformes","Furnariidae","Philydor","atricapillus","","Black-capped Foliage-gleaner",31.55585,"Philydor atricapillus",11
"590",7494,7229,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN7229.wav","vifxpb","2008-08-08","06:30","Serra dos Carajás, PA","-6.1603","-50.3459","100","Sidnei Dantas","NNCKQMBGPH","call","","1","BirdCLEF2014","Saltator grossus,Campephilus rubricollis","Falconiformes","Falconidae","Micrastur","ruficollis","","Barred Forest Falcon",23.820136,"Micrastur ruficollis",12
"591",7503,7238,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN7238.wav","ypmevr","2007-07-03","11:25","Reserva Ecológica de Guapiaçu, RJ","-22.5001","-42.7167","?","Leonardo Pimentel","JHBOHGJALL","call","","2","BirdCLEF2014","","Passeriformes","Conopophagidae","Conopophaga","melanops","","Black-cheeked Gnateater",30.491565,"Conopophaga melanops",15
"592",7540,7289,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN7289.wav","scjydk","2008-02-24","08:30","Serra dos Carajás, PA","-6.1603","-50.3459","400","Sidnei Dantas","NNCKQMBGPH","flight call","not seen","3","BirdCLEF2014","Cercomacra cinerascens","Psittaciformes","Psittacidae","Anodorhynchus","hyacinthinus","","Hyacinth Macaw",21.73356,"Anodorhynchus hyacinthinus",11
"593",7543,7293,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN7293.wav","viluoh","2012-12-07","10:00","Ibirapuera Park,São Paulo city,São Paulo State","-23.59","-46.66","750","Antonio Silveira","NBJQSQJRYH","call","bird-seen:yesplayback-used:no","2","BirdCLEF2014","","Passeriformes","Tyrannidae","Pitangus","sulphuratus","","Great Kiskadee",35.145374,"Pitangus sulphuratus",10
"594",7544,7295,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN7295.wav","qfjwpy","2008-02-22","08:15","RPPN Pontal da Barra - Pelotas, Rio Grande do Sul","-31.78333","-52.22","0","Fernando Jacobs","MHHPJBCUXC","call","","1","BirdCLEF2014","","Charadriiformes","Charadriidae","Vanellus","chilensis","","Southern Lapwing",29.356304,"Vanellus chilensis",19
"595",7557,7308,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN7308.wav","exwfyy","1997-09-01","07:51","Cristalino Jungle Lodge, MT","-9.5981","-55.932","250","Jeremy Minns","DGVLLRYDXS","call, song","Terra firme  forest edge.","1","BirdCLEF2014","Vireolanius leucotis,Myrmoborus leucophrys","Passeriformes","Thamnophilidae","Myrmeciza","atrothorax","melanura","Black-throated Antbird",26.988254,"Myrmeciza atrothorax",12
"596",7560,7310,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN7310.wav","tsxwwl","2000-04-06","08:07","Boraceia Biological Station, SP state","-23.6334","-45.8667","825","Jeremy Minns","DGVLLRYDXS","call","Montane forest. The loud calls are by the male. This is Call B in our DVD-ROM 'Birds of Brazil'. The female gave a few quiet calls in the background.","1","BirdCLEF2014","Rhopias gularis,Philydor atricapillus","Passeriformes","Thamnophilidae","Myrmeciza","squamosa","","Squamate Antbird",17.52551,"Myrmeciza squamosa",14
"597",7573,7325,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN7325.wav","oublby","2008-01-00","09:00","RPPN Pontal da Barra - Pelotas, Rio Grande do Sul","-31.78333","-52.22","0","Fernando Jacobs","MHHPJBCUXC","alarm call","","2","BirdCLEF2014","","Coraciiformes","Alcedinidae","Megaceryle","torquata","","Ringed Kingfisher",33.969728,"Megaceryle torquata",10
"598",7599,7363,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN7363.wav","uytsig","2001-04-18","07:19","Casca d'Anta, Parque Nacional da Serra da Canastra, SW Minas Gerais","-20.2503","-46.3667","900","Jeremy Minns","DGVLLRYDXS","call","Casca d'Anta. Picnic area in semi-deciduous gallery forest. Three different calls (A, B and D in our DVD-ROM 'Birds of Brazil') by a bird in a tree, 12 m above ground.","1","BirdCLEF2014","","Passeriformes","Turdidae","Turdus","leucomelas","leucomelas","Pale-breasted Thrush",38.514807,"Turdus leucomelas",18
"599",7633,7407,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN7407.wav","nntytu","2001-11-11","13:48","Estação Ecológica de Murici, Alagoas","-9.3001","-35.9334","550","Jeremy Minns","DGVLLRYDXS","call","Humid forest. A faint song can also be heard. This is Call B in our DVD-ROM 'Birds of Brazil'.","1","BirdCLEF2014","","Passeriformes","Thamnophilidae","Pyriglena","leuconota","pernambucensis","White-backed Fire-eye",24.694218,"Pyriglena leuconota",12
"600",7637,7413,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN7413.wav","jnqggx","2013-07-09","09:00","Manaus, Amazonas","-2.9561","-59.929","100","Thiago Bicudo","VPCOOSQDRP","call","bird-seen:yesplayback-used:no","2","BirdCLEF2014","","Passeriformes","Furnariidae","Glyphorynchus","spirurus","","Wedge-billed Woodcreeper",28.681519,"Glyphorynchus spirurus",10
"601",7679,7462,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN7462.wav","jeufbl","2006-10-30","--","Serra de Baturité, Ceará","-4.2334","-38.9167","780","Ciro Albano","MXVQPUKGWW","call","","0","BirdCLEF2014","Troglodytes aedon,Phyllomyias fasciatus,Myiozetetes similis,Pyrrhura griseipectus","Passeriformes","Tyrannidae","Elaenia","spectabilis","","Large Elaenia",26.218345,"Elaenia spectabilis",14
"602",7688,7473,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN7473.wav","doafbd","2004-08-11","07:44","Borba, Amazonas","-4.3881","-59.5934","30","Jeremy Minns","DGVLLRYDXS","chirr' call sensu isler et al. (2007)","Terra firme forest.","0","BirdCLEF2014","","Passeriformes","Thamnophilidae","Hypocnemis","striata","implicata","Spix's Warbling Antbird",22.821882,"Hypocnemis striata",11
"603",7697,7486,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN7486.wav","zcwqjv","2009-08-21","11:00","Cristalino Jungle Lodge, MT","-9.5981","-55.932","250","Andrew Spencer","CDTGHVBGZP","call","calls from a pair of perched birds","1","BirdCLEF2014","","Psittaciformes","Psittacidae","Ara","ararauna","","Blue-and-yellow Macaw",34.646213,"Ara ararauna",13
"604",7705,7498,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN7498.wav","thrclx","2002-01-26","06:35","Rio Araguaia. Caseara","-9.2667","-49.9334","170","Jeremy Minns","DGVLLRYDXS","call, song","Flooded riparian thickets beside Rio Araguaia. Male. This is Call B in our DVD-ROM 'Birds of Brazil'.","1","BirdCLEF2014","Pheugopedius genibarbis","Passeriformes","Thamnophilidae","Formicivora","grisea","","Southern White-fringed Antwren",17.133129,"Formicivora grisea",10
"605",7736,753,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN753.wav","uuvfxv","2003-10-25","16:30","Parque Estadual da Pedra da Boca, Araruna, Paraíba","NULL","NULL","150","Mauricio Cabral Periquito","HERKCTHDZI","call","","2","BirdCLEF2014","","Passeriformes","Parulidae","Myiothlypis","flaveola","","Flavescent Warbler",18.719796,"Myiothlypis flaveola",10
"606",7739,7543,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN7543.wav","bmiqmk","2006-05-28","08:35","09001 Coqueiro - São Lourenço do Sul, Rio Grande do Sul","-31.3653","-51.9784","100","Fernando Jacobs","MHHPJBCUXC","call","","1","BirdCLEF2014","","Passeriformes","Pipridae","Chiroxiphia","caudata","","Blue Manakin",30.214354,"Chiroxiphia caudata",21
"607",7766,7577,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN7577.wav","vjukoo","2012-06-09","09:00","Juiz de Fora, Minas Gerais","-21.765","-43.3488","700","Noé Eiterer","TWSKITNQOV","call","bird-seen:noplayback-used:yes","2","BirdCLEF2014","","Passeriformes","Tyrannidae","Attila","rufus","","Grey-hooded Attila",35.676009,"Attila rufus",14
"608",7777,7592,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN7592.wav","scjydk","1992-02-17","?","Fazenda das Araras, Ruta Transpantaneira, Pocone, Mato Grosso","-16.512178","-56.712627","?","Bernabe Lopez-Lanus","BYLLSJRVDZ","alarm call","2 birds, perched (on palms)","2","BirdCLEF2014","","Psittaciformes","Psittacidae","Anodorhynchus","hyacinthinus","","Hyacinth Macaw",42.565805,"Anodorhynchus hyacinthinus",11
"609",7785,7600,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN7600.wav","pzlgrh","2012-08-12","09:00","Instituto Butantan, São Paulo city, São Paulo State","-23.565","-46.728","750","Antonio Silveira","NBJQSQJRYH","call, female, male","A flock about 12 individuals. Is a common species in São Paulo city.bird-seen:yesplayback-used:no","0","BirdCLEF2014","","Psittaciformes","Psittacidae","Brotogeris","tirica","","Plain Parakeet",20.918231,"Brotogeris tirica",15
"610",7786,7602,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN7602.wav","hdtboj","2002-07-19","16:57","Mucugê, Chapada Diamantina, Bahia","-12.999205","-41.363525","1100","Jeremy Minns","DGVLLRYDXS","call","Campo rupestre. Two birds.","1","BirdCLEF2014","Melanopareia torquata","Passeriformes","Tyrannidae","Hirundinea","ferruginea","bellicosa","Cliff Flycatcher",42.77678,"Hirundinea ferruginea",12
"611",7819,7652,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN7652.wav","ypmevr","2005-04-11","06:35","Reserva Ecológica de Guapiaçu, RJ","-22.5001","-42.7167","50","Nick Athanas","XRABICUARW","call","img:http://www.antpitta.com/images/photos/gnateaters/Black-cheekedGnateater-regua.jpg","1","BirdCLEF2014","","Passeriformes","Conopophagidae","Conopophaga","melanops","melanops","Black-cheeked Gnateater",28.404127,"Conopophaga melanops",15
"612",7826,7660,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN7660.wav","tsxwwl","2008-08-08","09:35","Reserva Volta Velha, Itapoá, SC","-26.0834","-48.6334","5","Nick Athanas","XRABICUARW","call","","2","BirdCLEF2014","Procnias nudicollis,Hypoedaleus guttatus","Passeriformes","Thamnophilidae","Myrmeciza","squamosa","","Squamate Antbird",26.493628,"Myrmeciza squamosa",14
"613",7828,7663,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN7663.wav","rlqpij","2006-10-09","15:40","Reserva Ecológica de Guapiaçu, RJ","-22.5001","-42.7167","?","Leonardo Pimentel","JHBOHGJALL","call","","2","BirdCLEF2014","Turdus rufiventris","Passeriformes","Tyrannidae","Myiodynastes","maculatus","","Streaked Flycatcher",24.883107,"Myiodynastes maculatus",14
"614",7831,766,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN766.wav","rcvrfz","2000-01-12","06:26","Aquidauana","-20.4834","-55.8167","174","Jeremy Minns","DGVLLRYDXS","call","Road to Barra Mansa. Open degraded cerrado with bushes and scrub.","2","BirdCLEF2014","Crypturellus undulatus,Cariama cristata","Passeriformes","Fringillidae","Euphonia","chlorotica","serrirostris","Purple-throated Euphonia",18.358186,"Euphonia chlorotica",13
"615",7833,7672,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN7672.wav","ypmevr","2012-04-01","08:22","Timbaúba, Pernambuco","-7.6096","-35.3952","440","Marcus Braun","EICLYDGEKS","call","Mata do Engenho Xixa. Macaparanaplayback-used:no","4","BirdCLEF2014","","Passeriformes","Conopophagidae","Conopophaga","melanops","","Black-cheeked Gnateater",16.138934,"Conopophaga melanops",15
"616",7838,7683,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN7683.wav","yplahx","2007-04-15","07:30","Frade - Angra dos Reis - RJ","-22.9612","-44.4334","50","Ricardo Gagliardi","YRDADNREOP","alarm call","","5","BirdCLEF2014","Dysithamnus stictothorax,Drymophila ferruginea","Passeriformes","Polioptilidae","Ramphocaenus","melanurus","","Long-billed Gnatwren",25.56127,"Ramphocaenus melanurus",10
"617",7850,7697,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN7697.wav","scqsvb","2013-04-27","11:30","Viçosa, Minas Gerais","-20.79","-42.8882","800","Noé Eiterer","TWSKITNQOV","call, female, juvenile, male, song","Couple with cub.bird-seen:yesplayback-used:no","1","BirdCLEF2014","","Psittaciformes","Psittacidae","Forpus","xanthopterygius","","Blue-winged Parrotlet",36.990839,"Forpus xanthopterygius",11
"618",7853,76,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN76.wav","hwqenp","2007-03-17","11:00","Pedra Branca State Park Rio de Janeiro","-22.9428","-43.4362","100","Ricardo Gagliardi","YRDADNREOP","contact call","","3","BirdCLEF2014","","Passeriformes","Thamnophilidae","Dysithamnus","mentalis","","Plain Antvireo",37.28873,"Dysithamnus mentalis",25
"619",7871,7727,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN7727.wav","lgdqns","2010-02-03","6:24","São Sebastião do Passé, Bahia.","NULL","NULL","?","Sidnei S. dos Santos","BHODJXTHGQ","call, song","","0","BirdCLEF2014","","Psittaciformes","Psittacidae","Amazona","amazonica","","Orange-winged Amazon",19.692313,"Amazona amazonica",14
"620",7873,772,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN772.wav","uuvfxv","2006-11-25","15:40","RPPN Fazenda Brejo, Saloá, state of Pernambuco","NULL","NULL","900","Mauricio Cabral Periquito","HERKCTHDZI","call","","3","BirdCLEF2014","","Passeriformes","Parulidae","Myiothlypis","flaveola","","Flavescent Warbler",16.857506,"Myiothlypis flaveola",10
"621",7877,7733,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN7733.wav","gcyzcu","2010-12-12","12:00","RPPN Vale das Araras - Cavalcante, GO","-13.825","-47.452","800","Marcos Melo","MRGDYNJGUJ","flight call","","2","BirdCLEF2014","","Psittaciformes","Psittacidae","Diopsittaca","nobilis","cumanensis","Red-shouldered Macaw",18.801315,"Diopsittaca nobilis",10
"622",7909,7773,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN7773.wav","zcwqjv","2011-08-08","15:50","Cristalino Jungle Lodge, MT","-9.5981","-55.932","200","Tayler Brooks","ARFGONJCBJ","call","Natural vocalization. Perched.","1","BirdCLEF2014","","Psittaciformes","Psittacidae","Ara","ararauna","","Blue-and-yellow Macaw",24.025442,"Ara ararauna",13
"623",7910,7774,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN7774.wav","qgrzoy","2008-09-07","07:00","Serra dos Carajás, PA","-6.1603","-50.3459","150","Sidnei Dantas","NNCKQMBGPH","call","","0","BirdCLEF2014","Thamnomanes caesius,Xenops minutus,Thamnophilus schistaceus,Myrmotherula menetriesii","Passeriformes","Tyrannidae","Hemitriccus","griseipectus","","White-bellied Tody-Tyrant",16.849184,"Hemitriccus griseipectus",10
"624",7916,7780,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN7780.wav","jeufbl","2000-01-11","07:49","Aquidauana","-20.4834","-55.8167","174","Jeremy Minns","DGVLLRYDXS","call","Scattered clumps of bushes with short grass between. These are calls A and C in our DVD-ROM 'Birds of Brazil'.","2","BirdCLEF2014","Crypturellus undulatus,Cnemotriccus fuscatus,Turdus amaurochalinus","Passeriformes","Tyrannidae","Elaenia","spectabilis","","Large Elaenia",17.804671,"Elaenia spectabilis",14
"625",7925,7790,"LIFECLEF2014_BIRDAMAZON_XC_WAV_RN7790.wav","bmiqmk","2010-10-27","8:02","Mata do Barão, Londrina - PR","-23.5339","-50.9737","600","Renan Campos de Oliveira","SDARDTGGWP","calls, lekking","","2","BirdCLEF2014","","Passeriformes","Pipridae","Chiroxiphia","caudata","","Blue Manakin",23.133515,"Chiroxiphia caudata",21
